X;Amper_A;X;Amper_B;X;Amper_C;X;Amper;
0.0;-6.276944451490981;0.0;-8.082233702525627;0.0;14.359178154016607;0.0;10.18018550138998;
0.001000000000000002;-1.9193565835668063;0.001000000000000002;-11.398417799418665;0.001000000000000002;13.317774382985466;0.001000000000000002;10.181207730275904;
0.0020000000000000044;2.5848105339568552;0.0020000000000000044;-13.560270817804255;0.0020000000000000044;10.975460283847392;0.0020000000000000044;10.18205805311414;
0.003000000000000007;6.835855062979053;0.003000000000000007;-14.394184766377963;0.003000000000000007;7.558329703398903;0.003000000000000007;10.182498341696665;
0.004000000000000005;10.417803812573334;0.004000000000000005;-13.818848903087707;0.004000000000000005;3.401045090514365;0.004000000000000005;10.182637657492414;
0.0049999999999999645;12.980058501906685;0.0049999999999999645;-11.89073715834684;0.0049999999999999645;-1.0893213435598539;0.0049999999999999645;10.182635053058798;
0.005999999999999924;14.271794857472585;0.005999999999999924;-8.798654517820257;0.005999999999999924;-5.473140339652336;0.005999999999999924;10.182594871565062;
0.006999999999999883;14.166548308390235;0.006999999999999883;-4.845300472422377;0.006999999999999883;-9.32124783596786;0.006999999999999883;10.182561708816142;
0.007999999999999842;12.674604388283552;0.007999999999999842;-0.41766303157729073;0.007999999999999842;-12.256941356706259;0.007999999999999842;10.182544708620714;
0.008999999999999802;9.941993928059011;0.008999999999999802;4.050850468647625;0.008999999999999802;-13.992844396706634;0.008999999999999802;10.182539419603687;
0.00999999999999976;6.236197491787663;0.00999999999999976;8.122833136098704;0.00999999999999976;-14.359030627886366;0.00999999999999976;10.182539596224844;
0.01098999999999972;1.9647873242609475;0.01098999999999972;11.371995239839936;0.01098999999999972;-13.33678256410088;0.01098999999999972;10.182541171479476;
0.01198999999999968;-2.539695918981962;0.01198999999999968;13.545381154765284;0.01198999999999968;-11.00568523578332;0.01198999999999968;10.182542470619394;
0.012989999999999639;-6.795575898649702;0.012989999999999639;14.392849937538733;0.012989999999999639;-7.597274038889024;0.012989999999999639;10.182543132583898;
0.013989999999999598;-10.386257643685541;0.013989999999999598;13.831445921787537;0.013989999999999598;-3.4451882781019907;0.013989999999999598;10.182543336513408;
0.014989999999999557;-12.960260242408728;0.014989999999999557;11.916123478233896;0.014989999999999557;1.0441367641748356;0.014989999999999557;10.182543328032521;
0.01598999999999952;-14.26562236269967;0.01598999999999952;8.834367812947097;0.01598999999999952;5.431254549752579;0.01598999999999952;10.182543265049269;
0.016989999999999478;-14.17456603303163;0.016989999999999478;4.887842678637521;0.016989999999999478;9.286723354394113;0.016989999999999478;10.182543214360111;
0.017989999999999437;-12.696004455337343;0.017989999999999437;0.4628614610001733;0.017989999999999437;12.233142994337172;0.017989999999999437;10.182543188907923;
0.018989999999999396;-9.974669521698969;0.018989999999999396;-4.007427849665921;0.018989999999999396;13.982097371364885;0.018989999999999396;10.18254318166991;
0.019989999999999356;-6.2769444461726565;0.019989999999999356;-8.085442192642695;0.019989999999999356;14.362386638815355;0.019989999999999356;10.182543182553927;
0.020979999999999315;-2.0095953217085616;0.020979999999999315;-11.344187055881617;0.020979999999999315;13.353782377590178;0.020979999999999315;10.182543184357286;
0.021979999999999274;2.495151808647236;0.021979999999999274;-13.52995929232276;0.021979999999999274;11.03480748367552;0.021979999999999274;10.182543185961089;
0.022979999999999234;6.755656095739196;0.022979999999999234;-14.39132484460869;0.022979999999999234;7.635668748869487;0.022979999999999234;10.182543187721025;
0.023979999999999193;10.354869693955827;0.023979999999999193;-13.843967249161288;0.023979999999999193;3.489097555205454;0.023979999999999193;10.182543187966287;
0.024979999999999152;12.940476500458121;0.024979999999999152;-11.94146568272877;0.024979999999999152;-0.9990108177293588;0.024979999999999152;10.182543187970248;
